id,name,code,is_active,created_at,updated_at
a7e46bb9-3a11-49db-bda5-35d4d46a7e24,Rainbird,RAI,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
a93927ce-cb74-427d-9f23-cc2fddc01ab7,Pilbara,PIL,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
a9931d46-958b-4e22-b59e-f1172e3fa7ce,Beechfield,BEE,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
aa27acb6-2071-4d5c-b138-a3651a10ab48,Justin,JUS,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
aa861e1a-8d6d-4b83-9c06-5b85eda67f9e,Bolle,BOL,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
aaa61a24-2007-409f-ab31-9ed77d13478e,BP Bierbaum-Proenen,BP,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
aaf907b6-d2a0-49b3-9afb-fe362309c9ff,Milwaukee,MW,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
aaf95f64-8e89-458b-b928-63842e671e6d,SG Sportswear,SG,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
ab738521-f5a7-43a4-870c-fbc69dd33b0e,Santino,SAN,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
abf9f5d9-8954-4e05-b2c0-2323d3f0208f,DRIFIRE,DRI,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
aef01a31-a833-4f22-ab6b-bc5dc180669f,Rocky,ROC,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
af9602d6-0940-4573-9916-a37d0a4e4de0,Globus Shetland,GLS,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
afc546c2-a8ce-4f0a-9c2b-cbd1290ab321,MSA Safety,MSA,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
afdc77e9-b408-408a-b4f4-2e47486c2f1e,Veltuff,VEL,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
b0ffc8f6-5406-4457-a101-b0ed3c6f9b44,Albatros,ALB,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
b1b10218-14aa-48d3-9bff-410d355684ea,Ecologie,ECO,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
b2290c67-97dd-4a4c-9c88-b11289eab497,Black Spider,BS2,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
b2466fb2-19a4-4bf1-9b3e-9f4a29a0908b,Build Your Brand,BYB,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
b2b9a740-4089-4813-9a10-c3584399e75a,Magid Glove,MAG,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
b2bce52e-048a-40c0-a88c-b63da4273757,Muck,MUC,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
b37b34a9-a49c-432e-9937-e94a45d45c00,Portwest,PW,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
b42767bc-342b-4fd7-994d-324eb3b03b74,Wijnands,WIJ,true,2025-12-08 23:06:54.473914+00,2025-12-08 23:06:54.473914+00
